x0,x1,weight
-104.05,-130.54,1.0
-31.92,18.86,1.0
0.6,14.59,1.0
-1.29,183.33,1.0
-103.51,79.19,1.0
-80.86,-141.27,1.0
-94.34,-132.68,1.0
-142.42,83.41,1.0
-120.41,94.57,1.0
-75.23,-149.11,1.0
-147.66,30.94,1.0
-120.21,94.97,1.0
-45.91,-156.82,1.0
-113.18,64.32,1.0
-37.76,-168.93,1.0
101.43,-91.6,1.0
-53.25,-179.13,1.0
-154.69,23.96,1.0
-77.25,-156.72,1.0
-91.23,-112.83,1.0
-0.67,182.68,1.0
-100.58,-134.24,1.0
-104.57,-98.96,1.0
107.18,-73.45,1.0
104.41,-84.71,1.0
-110.45,-122.26,1.0
-150.62,54.48,1.0
-150.33,56.19,1.0
103.03,-87.23,1.0
-86.3,-118.51,1.0
-150.21,41.42,1.0
2.45,193.22,1.0
-143.03,80.64,1.0
2.29,193.0,1.0
6.71,184.08,1.0
-7.11,194.24,1.0
-62.9,-136.68,1.0
-5.93,184.97,1.0
105.43,-74.64,1.0
-100.06,-138.12,1.0
114.8,30.82,1.0
138.28,69.49,1.0
105.64,-74.73,1.0
-109.93,-125.02,1.0
7.94,187.81,1.0
-9.15,187.02,1.0
137.07,35.82,1.0
-58.04,-176.93,1.0
-41.88,-185.41,1.0
-32.3,-175.38,1.0
-146.26,33.83,1.0
-118.28,-108.51,1.0
-149.11,43.89,1.0
100.31,-94.86,1.0
-150.58,39.95,1.0
109.77,73.36,1.0
-114.4,94.2,1.0
-44.24,-156.41,1.0
-148.74,9.84,1.0
47.3,-88.45,1.0
-158.16,51.82,1.0
12.71,188.05,1.0
-2.42,-49.64,1.0
-31.77,-175.57,1.0
-32.83,-181.81,1.0
-142.52,90.8,1.0
-119.29,-105.08,1.0
-137.68,36.15,1.0
32.41,-1.36,1.0
-148.11,39.73,1.0
-58.49,-175.98,1.0
-52.11,-184.33,1.0
8.44,-60.34,1.0
-119.55,-107.49,1.0
12.39,196.7,1.0
100.01,-98.36,1.0
-113.87,-125.13,1.0
-159.96,17.69,1.0
-115.87,-118.48,1.0
14.0,191.59,1.0
-58.55,-130.35,1.0
-140.28,26.7,1.0
-49.84,-137.28,1.0
9.56,199.91,1.0
78.44,-38.58,1.0
115.29,-95.22,1.0
-9.76,190.38,1.0
-114.34,-88.71,1.0
-156.79,14.79,1.0
-102.99,70.32,1.0
-80.57,-160.86,1.0
-142.8,7.19,1.0
-74.66,-170.95,1.0
-57.55,-185.25,1.0
90.84,-96.07,1.0
-68.01,-175.46,1.0
17.67,183.47,1.0
-30.33,-181.82,1.0
110.0,-101.48,1.0
16.83,192.52,1.0
-148.43,-2.33,1.0
-113.86,-91.64,1.0
17.15,185.01,1.0
30.54,-78.75,1.0
-135.92,27.96,1.0
11.43,190.47,1.0
-108.92,60.47,1.0
148.88,53.84,1.0
144.85,64.85,1.0
-138.48,17.67,1.0
-91.68,-103.39,1.0
53.89,-92.19,1.0
-48.56,-138.11,1.0
-168.45,33.35,1.0
113.29,79.23,1.0
-45.76,-189.75,1.0
1.53,174.53,1.0
-51.2,-189.64,1.0
-117.01,98.07,1.0
-80.26,-160.96,1.0
129.83,29.6,1.0
-30.71,-168.85,1.0
-164.59,17.52,1.0
-137.66,22.2,1.0
100.85,-55.84,1.0
-43.21,16.37,1.0
-33.45,-161.0,1.0
-161.88,13.12,1.0
-106.37,103.34,1.0
-10.91,196.1,1.0
-137.24,10.84,1.0
-11.73,194.86,1.0
19.13,174.96,1.0
-152.06,-1.13,1.0
137.21,32.38,1.0
-63.54,-180.26,1.0
105.47,-61.5,1.0
-129.58,32.77,1.0
99.0,78.27,1.0
-105.95,-85.41,1.0
148.82,68.16,1.0
102.22,78.9,1.0
-121.61,-94.99,1.0
-127.72,-106.97,1.0
-65.23,-183.45,1.0
96.4,-105.5,1.0
-161.02,9.57,1.0
95.56,-103.22,1.0
-121.48,-125.59,1.0
-44.8,13.98,1.0
-114.97,-128.25,1.0
-167.2,20.85,1.0
148.88,67.12,1.0
-122.4,-93.31,1.0
-121.76,-95.92,1.0
94.5,73.08,1.0
-36.37,-153.89,1.0
106.34,78.96,1.0
-96.02,88.34,1.0
-4.88,171.54,1.0
-29.56,-177.13,1.0
-147.33,86.94,1.0
132.5,31.05,1.0
-127.52,-96.71,1.0
-29.31,-166.07,1.0
-89.84,-155.65,1.0
-116.29,-83.58,1.0
110.65,-65.83,1.0
20.28,195.1,1.0
100.07,-108.84,1.0
-124.27,-116.28,1.0
-97.93,-150.41,1.0
7.37,18.22,1.0
-44.89,21.41,1.0
-169.12,42.79,1.0
-121.35,-76.85,1.0
158.27,64.29,1.0
-128.6,-84.6,1.0
161.17,72.32,1.0
-166.06,41.13,1.0
-112.46,-79.61,1.0
-127.94,-75.52,1.0
21.86,196.14,1.0
155.44,58.71,1.0
-108.67,-69.61,1.0
-168.77,11.39,1.0
-88.07,-159.94,1.0
155.55,65.14,1.0
13.09,205.04,1.0
-166.96,1.81,1.0
-108.33,-69.23,1.0
-110.8,-81.12,1.0
154.84,64.86,1.0
-53.48,-129.85,1.0
-172.4,18.05,1.0
-170.36,17.81,1.0
-111.54,109.03,1.0
108.27,82.55,1.0
118.47,-102.91,1.0
-90.1,-107.58,1.0
-78.55,-177.12,1.0
-103.55,-83.6,1.0
-175.4,34.5,1.0
103.18,29.78,1.0
98.2,83.25,1.0
-111.47,50.58,1.0
90.84,73.5,1.0
-173.23,17.25,1.0
-124.32,-77.94,1.0
89.71,37.28,1.0
158.25,72.76,1.0
-36.05,26.67,1.0
-58.63,-124.63,1.0
-127.29,7.34,1.0
-54.28,-191.08,1.0
158.53,72.31,1.0
115.97,82.77,1.0
-152.47,82.11,1.0
-172.15,4.26,1.0
-50.63,-129.85,1.0
-144.74,-10.69,1.0
-113.03,108.14,1.0
-18.17,191.7,1.0
-141.08,-4.83,1.0
19.87,199.35,1.0
-89.66,-105.97,1.0
-132.88,-106.13,1.0
-102.63,-69.5,1.0
90.59,75.79,1.0
77.85,-101.28,1.0
92.66,33.84,1.0
118.8,-76.61,1.0
92.97,32.94,1.0
142.41,27.19,1.0
-101.45,-73.78,1.0
1.37,168.87,1.0
-136.53,-1.69,1.0
137.48,24.59,1.0
-171.98,54.64,1.0
-34.35,-149.96,1.0
-13.73,203.23,1.0
-51.7,12.3,1.0
-40.06,-194.36,1.0
-126.64,22.01,1.0
-53.25,12.01,1.0
-40.58,-195.37,1.0
81.91,46.8,1.0
-182.31,5.6,1.0
89.63,31.25,1.0
-131.19,-0.89,1.0
170.14,81.86,1.0
-20.31,174.65,1.0
89.2,90.67,1.0
-96.22,109.16,1.0
-135.38,-5.84,1.0
88.9,81.25,1.0
-123.97,-7.98,1.0
-127.73,-71.18,1.0
76.68,-104.13,1.0
91.05,81.25,1.0
-6.77,170.08,1.0
-167.14,67.67,1.0
-174.17,46.84,1.0
-25.48,191.01,1.0
-35.0,31.27,1.0
120.01,-112.91,1.0
-56.96,19.79,1.0
-31.17,-151.32,1.0
85.13,79.42,1.0
-133.9,-12.5,1.0
-88.45,97.67,1.0
-94.7,-82.11,1.0
76.29,47.32,1.0
105.21,-114.65,1.0
90.17,27.69,1.0
-88.97,-174.7,1.0
76.57,42.37,1.0
76.75,39.09,1.0
-120.21,-0.41,1.0
38.95,191.37,1.0
-16.61,169.63,1.0
-83.75,105.92,1.0
152.59,83.59,1.0
-44.22,-129.13,1.0
128.1,-99.92,1.0
80.93,38.75,1.0
128.39,-98.37,1.0
73.97,-107.35,1.0
124.94,20.74,1.0
-93.43,118.77,1.0
-14.66,210.52,1.0
-103.78,125.49,1.0
33.79,4.74,1.0
143.81,16.29,1.0
122.19,-117.22,1.0
-141.88,-21.99,1.0
178.17,89.47,1.0
108.35,-53.2,1.0
-69.43,-105.54,1.0
-134.74,109.53,1.0
-35.52,34.17,1.0
-2.49,166.13,1.0
147.86,14.69,1.0
124.79,-114.03,1.0
73.07,85.62,1.0
-55.53,-117.48,1.0
-17.27,-178.42,1.0
142.13,14.04,1.0
-85.3,109.81,1.0
-19.5,-189.8,1.0
178.36,89.71,1.0
-118.15,28.28,1.0
181.36,74.08,1.0
-88.78,64.83,1.0
-56.56,32.21,1.0
-97.5,121.06,1.0
-132.51,-20.91,1.0
116.09,-119.39,1.0
134.4,-103.69,1.0
-81.92,-95.36,1.0
-115.16,34.44,1.0
185.54,91.77,1.0
-146.13,-92.81,1.0
-121.92,-53.86,1.0
-88.75,120.73,1.0
-113.72,124.99,1.0
183.88,72.62,1.0
-100.83,-55.66,1.0
-165.27,-17.99,1.0
-83.69,114.16,1.0
-54.54,-114.85,1.0
-101.56,-167.51,1.0
134.13,-93.06,1.0
-173.34,-8.23,1.0
30.63,207.53,1.0
-192.41,23.22,1.0
119.19,91.51,1.0
-170.19,-15.39,1.0
-99.19,-49.44,1.0
-42.67,38.51,1.0
126.82,-118.69,1.0
-90.25,-53.48,1.0
187.47,73.6,1.0
185.77,71.49,1.0
-33.08,-203.35,1.0
-144.34,-24.69,1.0
-85.63,126.18,1.0
84.95,102.16,1.0
-184.08,51.08,1.0
-110.99,35.95,1.0
-84.95,-57.46,1.0
-113.06,-27.43,1.0
-112.15,-47.72,1.0
-11.14,214.12,1.0
113.85,99.19,1.0
-138.8,-71.62,1.0
-78.9,86.08,1.0
-106.19,-157.61,1.0
196.55,94.58,1.0
145.94,5.0,1.0
199.02,92.95,1.0
11.2,-77.94,1.0
176.28,102.81,1.0
-108.52,-1.67,1.0
-89.59,-39.01,1.0
-71.02,101.17,1.0
201.85,96.03,1.0
-195.77,18.03,1.0
88.32,104.46,1.0
-59.51,42.02,1.0
-175.57,-10.95,1.0
146.9,-3.72,1.0
149.88,-2.27,1.0
-107.99,31.03,1.0
3.72,159.94,1.0
69.86,104.73,1.0
-45.46,45.89,1.0
-151.74,-115.27,1.0
-16.58,83.32,1.0
165.44,4.82,1.0
-68.45,-96.8,1.0
-9.45,-193.64,1.0
-90.37,54.49,1.0
150.25,-95.28,1.0
-98.38,-8.48,1.0
58.98,33.97,1.0
-17.37,80.34,1.0
-131.35,129.83,1.0
-3.55,63.23,1.0
-152.69,-107.4,1.0
189.2,114.16,1.0
-126.22,-46.18,1.0
-99.82,-20.51,1.0
-199.58,15.43,1.0
64.94,58.76,1.0
-124.2,130.86,1.0
-22.9,70.98,1.0
101.46,-130.87,1.0
-89.56,-22.93,1.0
-59.79,96.14,1.0
-25.44,69.28,1.0
-7.63,101.82,1.0
-18.33,218.82,1.0
-10.05,57.69,1.0
-90.2,-193.2,1.0
48.24,197.6,1.0
161.49,-23.1,1.0
-211.32,199.59,1.0
56.32,95.85,1.0
73.55,117.9,1.0
-157.22,-33.54,1.0
152.9,-193.79,1.0
-55.82,97.45,1.0
82.37,-154.18,1.0
-144.03,110.43,1.0
165.13,-181.03,1.0
-30.61,95.87,1.0
169.61,-178.41,1.0
139.89,-76.15,1.0
-133.64,143.67,1.0
50.57,-217.21,1.0
83.75,-165.61,1.0
167.3,159.8,1.0
-71.62,-68.71,1.0
-63.06,132.28,1.0
-206.06,207.94,1.0
21.83,34.6,1.0
-90.55,174.5,1.0
176.2,-20.95,1.0
154.01,-200.93,1.0
89.94,-175.25,1.0
156.96,147.98,1.0
11.74,53.49,1.0
-70.23,75.82,1.0
-72.92,52.3,1.0
-153.83,199.29,1.0
-107.26,-183.61,1.0
-218.5,217.82,1.0
42.42,173.1,1.0
-26.56,230.0,1.0
-225.45,213.66,1.0
-208.42,44.23,1.0
-50.46,139.03,1.0
110.59,173.8,1.0
206.69,-54.09,1.0
134.68,168.44,1.0
-197.99,180.01,1.0
165.08,182.24,1.0
-173.08,188.31,1.0
-205.48,-60.18,1.0
38.82,40.86,1.0
84.47,-179.68,1.0
-135.44,160.1,1.0
-46.29,139.92,1.0
185.52,-13.35,1.0
62.53,-224.14,1.0
-10.58,-137.83,1.0
-90.77,197.17,1.0
180.35,-177.28,1.0
107.82,223.36,1.0
173.79,159.79,1.0
-114.92,167.81,1.0
47.25,74.7,1.0
104.78,-140.51,1.0
138.77,151.97,1.0
68.95,-218.09,1.0
183.49,-44.48,1.0
46.87,-178.43,1.0
50.55,102.89,1.0
179.91,-43.13,1.0
28.72,-218.23,1.0
-85.01,176.34,1.0
151.61,-207.9,1.0
-151.0,-125.41,1.0
-165.85,212.54,1.0
-62.73,-26.17,1.0
-30.01,-82.16,1.0
-198.84,120.93,1.0
-1.38,-107.19,1.0
124.88,223.88,1.0
11.02,-109.6,1.0
219.38,44.14,1.0
85.29,222.39,1.0
-222.51,-3.68,1.0
176.43,193.78,1.0
185.85,217.29,1.0
221.69,45.76,1.0
-195.01,-80.14,1.0
-222.27,41.0,1.0
227.34,102.66,1.0
-136.73,188.82,1.0
5.76,119.62,1.0
15.38,90.69,1.0
-8.29,-215.48,1.0
-215.86,135.65,1.0
217.93,-94.74,1.0
230.0,-117.35,1.0
-61.5,-72.0,1.0
215.97,-122.79,1.0
-28.78,-67.4,1.0
25.69,-203.08,1.0
202.44,225.5,1.0
-79.99,-226.8,1.0
54.55,-152.15,1.0
164.86,-97.89,1.0
27.91,-162.19,1.0
-89.83,-230.0,1.0
-217.3,-49.78,1.0
223.38,-92.1,1.0
-207.69,-14.73,1.0
221.29,-34.45,1.0
46.87,-180.27,1.0
84.93,166.13,1.0
63.32,129.43,1.0
-230.0,-217.98,1.0
-142.46,-195.96,1.0
-192.39,85.64,1.0
-170.09,-66.53,1.0
-140.8,-162.65,1.0
-174.47,-209.6,1.0
-227.04,-98.18,1.0
-214.12,-127.14,1.0
-53.37,214.91,1.0
229.54,-147.83,1.0
98.48,-210.49,1.0
47.68,-126.85,1.0
-122.78,-213.57,1.0
97.43,196.05,1.0
208.11,-195.95,1.0
-228.87,69.29,1.0
137.95,195.99,1.0
169.87,-122.36,1.0
-191.6,-37.74,1.0
172.93,-66.66,1.0
191.85,33.12,1.0
-103.49,219.02,1.0
188.1,-221.79,1.0
-199.87,-184.58,1.0
