x0,x1,x2,weight,cluster_ids,is_seed
2.2523239,5.150543,0.33412173,1.0,3,0
6.733804,-8.46153,0.33412173,1.0,0,0
5.041117,-6.661932,0.33412173,1.0,0,0
-10.211346,-3.3086643,0.33412173,1.0,1,0
-8.596919,-4.5088897,0.33412173,1.0,1,0
-10.127275,6.7438955,0.33412173,1.0,2,0
2.2642179,3.4196138,0.33412173,1.0,3,0
4.1683497,-7.187537,0.33412173,1.0,0,0
-9.593888,6.3986874,0.33412173,1.0,2,0
3.4625263,-7.2546105,0.33412173,1.0,0,0
3.9060736,-9.319024,0.33412173,1.0,0,0
1.2146142,3.5725737,0.33412173,1.0,3,0
-8.854045,-4.2712708,0.33412173,1.0,1,0
4.7895713,-7.980388,0.33412173,1.0,0,0
2.639504,2.956668,0.33412173,1.0,3,0
-9.383935,3.4488997,0.33412173,1.0,2,0
4.387511,-7.109452,0.33412173,1.0,0,0
-8.770471,-6.4189043,0.33412173,1.0,1,0
6.23285,-7.0295405,0.33412173,1.0,0,0
0.77148676,2.2382038,0.33412173,1.0,3,0
-11.839482,6.269923,0.33412173,1.0,2,0
-10.956531,5.247348,0.33412173,1.0,2,0
-10.019259,-4.621157,0.33412173,1.0,1,0
-11.302539,4.0380216,0.33412173,1.0,2,0
-9.787892,-6.019952,0.33412173,1.0,1,0
-9.185147,5.9296565,0.33412173,1.0,2,0
-9.780585,5.4318075,0.33412173,1.0,2,0
3.629984,4.671266,0.33412173,1.0,3,0
-9.593153,5.663088,0.33412173,1.0,2,0
0.88953876,5.4459567,0.33412173,1.0,3,0
5.2825236,-7.1236053,0.33412173,1.0,0,0
5.3137727,-7.932515,0.33412173,1.0,0,0
-10.227306,-4.226866,0.33412173,1.0,1,0
1.973681,4.2611175,0.33412173,1.0,3,0
-7.261476,6.345472,0.33412173,1.0,2,0
2.4905,4.818396,0.33412173,1.0,3,0
-8.784106,5.320029,0.33412173,1.0,2,0
-9.7231245,4.6279902,0.33412173,1.0,2,0
6.141273,-6.509294,0.33412173,1.0,0,0
-9.910558,-3.4339726,0.33412173,1.0,1,0
-10.392851,6.336476,0.33412173,1.0,2,0
-9.19992,5.457993,0.33412173,1.0,2,0
-11.801461,-5.8696094,0.33412173,1.0,1,0
-11.822919,-3.082256,0.33412173,1.0,1,0
-10.567393,5.373214,0.33412173,1.0,2,0
2.1679132,3.5164018,0.33412173,1.0,3,0
-12.235914,-4.6471086,0.33412173,1.0,1,0
1.1730676,3.826716,0.33412173,1.0,3,0
-10.845721,-4.5550027,0.33412173,1.0,1,0
-9.184373,-4.092767,0.33412173,1.0,1,0
1.6814289,4.953864,0.33412173,1.0,3,0
-10.675248,-5.115981,0.33412173,1.0,1,0
4.8072453,-6.4657164,0.33412173,1.0,0,0
5.6751122,-8.584875,0.33412173,1.0,0,0
-10.182405,5.2319016,0.33412173,1.0,2,0
-11.002071,7.446358,0.33412173,1.0,2,0
2.9299293,-6.312619,0.33412173,1.0,0,0
4.0977197,-7.830132,0.33412173,1.0,0,0
-10.748325,-5.2990823,0.33412173,1.0,1,0
-9.284527,-4.287734,0.33412173,1.0,1,0
-9.94931,-2.152471,0.33412173,1.0,1,0
6.3988466,-5.558144,0.33412173,1.0,0,0
5.909895,-7.4515114,0.33412173,1.0,0,0
-10.704142,5.7125506,0.33412173,1.0,2,0
-12.223193,-3.7890673,0.33412173,1.0,1,0
1.7046884,2.6925862,0.33412173,1.0,3,0
-10.191434,-3.6373417,0.33412173,1.0,1,0
1.5475855,4.961717,0.33412173,1.0,3,0
4.8914704,-6.3005843,0.09590323,1.0,0,0
6.2076836,-6.7112765,0.09590323,1.0,0,0
1.5927225,5.2461777,0.09590323,1.0,3,0
1.8136739,3.8672957,0.09590323,1.0,3,0
-9.556657,5.0819387,0.09590323,1.0,2,0
-7.6021786,-3.9834104,0.09590323,1.0,1,0
0.18238941,5.889612,0.09590323,1.0,3,0
1.6381798,4.4610023,0.09590323,1.0,3,0
-10.395655,3.9129684,0.09590323,1.0,2,0
-9.694607,4.990048,0.09590323,1.0,2,0
-9.852382,-4.3101096,0.09590323,1.0,1,0
-8.214002,5.9778395,0.09590323,1.0,2,0
-9.888903,4.8311195,0.09590323,1.0,2,0
4.6731105,-7.9880342,0.09590323,1.0,0,0
3.8685076,-7.2615256,0.09590323,1.0,0,0
-10.427106,-5.764859,0.09590323,1.0,1,0
-8.937173,5.851613,0.09590323,1.0,2,0
2.867274,6.5979815,0.09590323,1.0,3,0
-9.78888,-5.050881,0.09590323,1.0,1,0
-9.240063,5.4159145,0.09590323,1.0,2,0
-9.234653,4.6124587,0.09590323,1.0,2,0
7.0490665,-6.848102,0.09590323,1.0,0,0
1.2154202,4.295436,0.09590323,1.0,3,0
5.2202816,-8.446282,0.09590323,1.0,0,0
-9.193534,-5.358562,0.09590323,1.0,1,0
-9.570012,3.2344787,0.09590323,1.0,2,0
-11.141721,-3.6297836,0.09590323,1.0,1,0
-10.921628,4.5814004,0.09590323,1.0,2,0
-8.169418,-4.297183,0.09590323,1.0,1,0
2.3194857,3.2704592,0.09590323,1.0,3,0
5.6625266,-9.70335,0.09590323,1.0,0,0
1.8465714,3.4818306,0.09590323,1.0,3,0
3.4837909,3.9063334,0.09590323,1.0,3,0
-9.521356,4.107769,0.09590323,1.0,2,0
-9.860082,-5.7545133,0.09590323,1.0,1,0
1.2267758,4.616444,0.09590323,1.0,3,0
-9.805583,-5.2685356,0.09590323,1.0,1,0
-10.501561,-2.5677261,0.09590323,1.0,1,0
-8.770205,4.9656577,0.09590323,1.0,2,0
-9.983063,2.7833984,0.09590323,1.0,2,0
5.260188,-8.918648,0.09590323,1.0,0,0
-9.016589,-4.327911,0.09590323,1.0,1,0
1.7281077,3.0028174,0.09590323,1.0,3,0
4.9026914,-7.0480013,0.09590323,1.0,0,0
-9.177811,5.339719,0.09590323,1.0,2,0
2.3458123,6.458809,0.09590323,1.0,3,0
1.937677,1.9458289,0.09590323,1.0,3,0
5.4876585,-8.764898,0.09590323,1.0,0,0
-10.66056,-5.0263658,0.09590323,1.0,1,0
5.360794,-8.38079,0.09590323,1.0,0,0
-11.464984,5.022157,0.09590323,1.0,2,0
1.9120454,4.269349,0.09590323,1.0,3,0
1.7968707,3.0187538,0.09590323,1.0,3,0
-0.22067383,2.8643887,0.09590323,1.0,3,0
-10.896329,4.6285076,0.09590323,1.0,2,0
4.9346747,-5.768789,0.09590323,1.0,0,0
4.0049663,-8.693685,0.09590323,1.0,0,0
2.012452,2.331624,0.09590323,1.0,3,0
-9.405833,4.6672773,0.09590323,1.0,2,0
-10.516568,-3.4754024,0.09590323,1.0,1,0
-10.619411,-2.5166657,0.09590323,1.0,1,0
5.7670374,-5.9148474,0.09590323,1.0,0,0
-8.776113,5.7762156,0.09590323,1.0,2,0
6.7690706,-8.38128,0.09590323,1.0,0,0
2.240655,3.5992506,0.09590323,1.0,3,0
2.4991326,4.226304,0.09590323,1.0,3,0
-9.178239,5.268598,0.09590323,1.0,2,0
-11.257732,-5.017075,0.09590323,1.0,1,0
-9.257139,-5.465838,0.09590323,1.0,1,0
-9.5706625,-6.6859236,0.09590323,1.0,1,0
-9.469966,-5.4670076,0.09590323,1.0,1,0
3.431277,-7.586092,0.09590323,1.0,0,0
-10.878345,-6.425669,0.09590323,1.0,1,0
4.628857,-6.555681,0.09590323,1.0,0,0
-11.647626,-5.8905253,0.09590323,1.0,1,0
2.7197816,3.9958093,0.09590323,1.0,3,0
-10.646639,7.0614643,0.09590323,1.0,2,0
-11.030419,3.631456,0.09590323,1.0,2,0
-11.57545,5.9118204,0.09590323,1.0,2,0
-9.119959,-5.7871666,0.09590323,1.0,1,0
4.0269437,-8.183967,0.09590323,1.0,0,0
0.26928207,4.3365808,0.09590323,1.0,3,0
0.11317548,5.8565674,0.09590323,1.0,3,0
5.1562414,-6.6564684,0.09590323,1.0,0,0
4.445084,-7.746005,0.09590323,1.0,0,0
-9.286235,-5.5422006,0.09590323,1.0,1,0
-0.22404268,4.6659,0.09590323,1.0,3,0
-10.472913,7.5057206,0.09590323,1.0,2,0
6.9696546,-7.371038,0.09590323,1.0,0,0
5.722127,-6.3749833,0.09590323,1.0,0,0
-11.208075,-5.305236,0.09590323,1.0,1,0
-11.666275,5.7586193,0.09590323,1.0,2,0
7.2253795,-6.596025,0.09590323,1.0,0,0
-11.130781,-5.4203672,0.09590323,1.0,1,0
-8.486659,4.4153395,0.09590323,1.0,2,0
-8.609797,-6.882098,0.09590323,1.0,1,0
3.0705175,2.9562922,0.09590323,1.0,3,0
1.6890997,5.7370954,0.09590323,1.0,3,0
6.1173596,-7.7854357,0.09590323,1.0,0,0
5.6158977,-8.407798,0.09590323,1.0,0,0
-9.048177,5.0540724,-0.6703375,1.0,2,0
-10.789804,5.5673447,-0.6703375,1.0,2,0
5.8208823,-7.419976,-0.6703375,1.0,0,0
1.3298415,4.5830674,-0.6703375,1.0,3,0
2.0880415,5.757374,-0.6703375,1.0,3,0
-10.044357,-4.6660213,-0.6703375,1.0,1,0
4.215711,3.4191747,-0.6703375,1.0,3,0
1.2717028,5.6117144,-0.6703375,1.0,3,0
2.471313,4.226618,-0.6703375,1.0,3,0
6.3265805,-6.271101,-0.6703375,1.0,0,0
-11.580482,5.699364,-0.6703375,1.0,2,0
-9.033994,4.2652802,-0.6703375,1.0,2,0
3.8248358,-6.2673364,-0.6703375,1.0,0,0
-7.8428154,-6.6012583,-0.6703375,1.0,1,0
-9.624575,4.5109954,-0.6703375,1.0,2,0
-10.43211,3.702726,-0.6703375,1.0,2,0
-9.3423605,6.8170276,-0.6703375,1.0,2,0
-10.723779,-7.0356455,-0.6703375,1.0,1,0
5.357414,-8.050047,-0.6703375,1.0,0,0
-11.399003,3.292461,-0.6703375,1.0,2,0
-12.026307,5.0628138,-0.6703375,1.0,2,0
-7.799916,-5.052661,-0.6703375,1.0,1,0
-11.403195,3.8576057,-0.6703375,1.0,2,0
1.9508806,5.547894,-0.6703375,1.0,3,0
-8.866572,4.9839406,-0.6703375,1.0,2,0
-9.290965,-4.198615,-0.6703375,1.0,1,0
-11.050356,-5.3104715,-0.6703375,1.0,1,0
-9.618656,-4.654187,-0.6703375,1.0,1,0
6.238134,-8.84327,-0.6703375,1.0,0,0
5.073805,-7.9612737,-0.6703375,1.0,0,0
5.6147957,-7.1217885,-0.6703375,1.0,0,0
-12.426082,5.241876,-0.6703375,1.0,2,0
2.1205986,2.9313223,-0.6703375,1.0,3,0
-11.641875,-4.8941574,-0.6703375,1.0,1,0
-11.324834,4.531051,-0.6703375,1.0,2,0
-8.116063,-3.6431396,-0.6703375,1.0,1,0
4.5360794,-8.526347,-0.6703375,1.0,0,0
2.9207277,5.258833,-0.6703375,1.0,3,0
-10.718141,5.085704,-0.6703375,1.0,2,0
1.1866939,4.0208464,-0.6703375,1.0,3,0
5.4786487,-8.8032255,-0.6703375,1.0,0,0
3.3384092,3.8000546,-0.6703375,1.0,3,0
-11.28731,-3.4208198,-0.6703375,1.0,1,0
-1.4086155,4.521686,-0.6703375,1.0,3,0
5.038451,-8.443145,-0.6703375,1.0,0,0
-10.420451,-4.9007874,-0.6703375,1.0,1,0
-0.5162088,3.9452407,-0.6703375,1.0,3,0
-0.21072876,6.5552983,-0.6703375,1.0,3,0
3.4734433,3.6512253,-0.6703375,1.0,3,0
-8.589549,5.159847,-0.6703375,1.0,2,0
-10.1130495,-3.937112,-0.6703375,1.0,1,0
-10.350436,-5.489452,-0.6703375,1.0,1,0
4.121059,4.552064,-0.6703375,1.0,3,0
2.3353024,3.4925714,-0.6703375,1.0,3,0
-10.538502,-5.6355133,-0.6703375,1.0,1,0
-9.241743,-4.375449,-0.6703375,1.0,1,0
6.0980654,-8.307917,-0.6703375,1.0,0,0
6.7505674,-6.988402,-0.6703375,1.0,0,0
4.1540093,-6.243048,-0.6703375,1.0,0,0
4.045583,-6.425353,-0.6703375,1.0,0,0
-10.425994,-4.429418,-0.6703375,1.0,1,0
2.784428,5.2551594,-0.6703375,1.0,3,0
-11.722492,-4.7663984,-0.6703375,1.0,1,0
-11.020187,6.3207974,-0.6703375,1.0,2,0
-8.81979,-6.812731,-0.6703375,1.0,1,0
3.8104873,3.332225,-0.6703375,1.0,3,0
6.657885,-9.254216,-0.6703375,1.0,0,0
3.4743485,-9.329253,-0.6703375,1.0,0,0
2.287708,4.341525,-0.6703375,1.0,3,0
-9.847583,-5.462633,-0.6703375,1.0,1,0
3.5684366,-8.189951,-0.6703375,1.0,0,0
4.4668736,-7.829264,-0.6703375,1.0,0,0
4.886774,-8.415208,-0.6703375,1.0,0,0
1.7152053,4.265691,-0.6703375,1.0,3,0
3.375016,2.0396602,-0.6703375,1.0,3,0
3.3670595,-8.184218,-0.6703375,1.0,0,0
-10.518152,5.8570046,-0.6703375,1.0,2,0
-9.849499,5.942134,-0.6703375,1.0,2,0
1.9467329,3.7163882,-0.6703375,1.0,3,0
-9.60698,-5.81618,-0.6703375,1.0,1,0
-10.399443,4.874622,-0.6703375,1.0,2,0
-10.270992,-8.164993,-0.6703375,1.0,1,0
5.5777283,-8.347374,-0.6703375,1.0,0,0
-9.698831,-5.6409826,-0.6703375,1.0,1,0
-9.652805,5.362509,-0.6703375,1.0,2,0
-11.651366,5.345684,-0.6703375,1.0,2,0
5.176761,-9.260763,-0.6703375,1.0,0,0
1.3724043,3.8875802,-0.6703375,1.0,3,0
-10.187132,4.0623536,-0.6703375,1.0,2,0
-10.656002,5.1913414,-0.6703375,1.0,2,0
0.30564955,3.7837508,-0.6703375,1.0,3,0
5.368504,-8.161108,-0.6703375,1.0,0,0
5.014455,-8.039199,-0.6703375,1.0,0,0
-12.714275,-5.6176677,-0.6703375,1.0,1,0
4.5681643,-6.9070945,-0.6703375,1.0,0,0
-9.436443,4.821708,-0.6703375,1.0,2,0
-11.065452,4.803662,-0.6703375,1.0,2,0
-11.1692705,-5.0295477,-0.6703375,1.0,1,0
4.1244993,3.1068943,-0.6703375,1.0,3,0
-10.613108,-4.584797,-0.6703375,1.0,1,0
-9.107237,-4.817576,0.9857919,1.0,1,0
2.7112422,2.1264248,0.9857919,1.0,3,0
0.9670628,1.6365423,0.9857919,1.0,3,0
-9.233012,6.9030027,0.9857919,1.0,2,0
-9.949706,-4.6870236,0.9857919,1.0,1,0
3.882263,-7.4746785,0.9857919,1.0,0,0
4.770584,-9.440314,0.9857919,1.0,0,0
4.3051295,-6.495555,0.9857919,1.0,0,0
3.020905,-8.714111,0.9857919,1.0,0,0
-10.07302,-3.904824,0.9857919,1.0,1,0
-10.438463,-4.261415,0.9857919,1.0,1,0
2.5926797,4.397054,0.9857919,1.0,3,0
2.7999854,3.9574938,0.9857919,1.0,3,0
-8.939518,4.120838,0.9857919,1.0,2,0
2.9502878,3.1192524,0.9857919,1.0,3,0
4.2270436,-7.5896235,0.9857919,1.0,0,0
-9.292823,-5.909059,0.9857919,1.0,1,0
-10.402758,4.9753985,0.9857919,1.0,2,0
-10.93835,3.6843195,0.9857919,1.0,2,0
3.8760686,4.181914,0.9857919,1.0,3,0
-9.648985,4.8749638,0.9857919,1.0,2,0
1.4052849,2.015185,0.9857919,1.0,3,0
-9.749029,-3.977606,0.9857919,1.0,1,0
-11.940104,3.7046921,0.9857919,1.0,2,0
-9.793531,4.4562583,0.9857919,1.0,2,0
-8.655556,6.0189734,0.9857919,1.0,2,0
